STUDY_ID	SAMPLE_ID	FERMT1	FERMT2	FERMT3
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-6997-01	-0.3608	0.3012	-0.5003
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-6998-01	1.7933	-1.154	-0.911
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A497-01	-0.9037	-0.1452	0.0744
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A498-01	0.6713	-1.2544	-0.4692
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A499-01	0.2518	-0.0293	0.4514
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A49A-01	-1.3349	1.8267	-0.8972
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A49B-01	-0.4317	-0.7226	0.6913
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A49C-01	-1.0526	-2.6737	-0.2418
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A63T-01	-0.0609	0.4301	0.5105
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A63U-01	-2.1844	1.0102	-1.0183
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A63V-01	-0.6989	0.9479	0.189
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A63W-01	0.6397	0.5863	-1.488
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A63Y-01	NA	NA	NA
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A640-01	NA	NA	NA
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A641-01	0.4792	-0.6642	-1.1063
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A642-01	-0.4615	0.1451	0.1119
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A6UY-01	-1.2984	-2.6271	0.8203
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A6V1-01	-2.7378	-1.5239	2.8537
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A6V3-01	0.4749	0.0592	-0.2509
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A6V6-01	-1.0466	-1.0533	0.8361
hnsc_tcga_pan_can_atlas_2018	TCGA-CN-A6V7-01	-0.9884	-2.325	-0.2879
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-5323-01	0.3153	0.1753	0.0579
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-5324-01	1.3132	-0.3253	-0.1092
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-5325-01	-0.2697	0.1214	1.328
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-5326-01	0.9634	0.4077	0.087
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-5327-01	0.4752	-0.7929	0.678
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-5329-01	0.6658	0.7954	0.4054
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-5330-01	0.9715	0.6829	1.0733
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-5331-01	0.4218	-0.2059	0.9193
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-5332-01	0.8579	0.9176	-0.1534
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-5333-01	-0.631	-0.933	1.7686
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-5334-01	0.3331	0.2544	0.8229
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-6218-01	0.6512	-0.2641	-0.1803
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-6219-01	-0.0671	-0.1079	0.9195
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-6220-01	1.3106	-1.7911	-0.5262
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-6222-01	-1.5571	0.2672	1.7745
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-6223-01	2.4057	-1.4417	-0.2695
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-6224-01	0.9578	1.6252	0.6015
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-6225-01	0.4531	-1.0838	-1.537
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-6227-01	0.7684	1.3313	-0.5842
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-6228-01	-0.255	-0.2265	-0.4247
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-6229-01	0.7954	0.467	-0.4812
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-7063-01	0.6092	-0.4187	1.0679
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-7064-01	NA	NA	NA
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-7065-01	0.9496	-1.5161	-2.8168
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-7067-01	-0.1045	-0.3216	-0.2672
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-7068-01	0.2038	-1.256	0.7402
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-7069-01	1.8798	0.0368	-0.9752
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-7071-01	0.2051	0.1692	-0.2437
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-7072-01	-0.5416	2.1206	-0.5139
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-A4C6-01	1.1018	0.4488	-0.0363
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-A4C9-01	0.6272	-0.3212	-0.3409
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-A4CA-01	-0.4226	0.2427	0.7199
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-A4CB-01	0.8333	0.184	0.0758
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-A4CD-01	-0.665	-0.769	-0.139
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-A4CE-01	2.2248	-1.534	-0.3017
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-A4CG-01	0.161	1.0451	-1.3427
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-A4CH-01	1.7591	0.5988	0.2693
hnsc_tcga_pan_can_atlas_2018	TCGA-CQ-A4CI-01	0.8924	-0.288	-1.1811
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-5243-01	-0.3799	0.0839	0.2952
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-5247-01	0.6849	1.1686	-1.7653
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-5248-01	-0.7298	-1.2097	1.9366
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-5249-01	0.3014	-0.6005	1.2533
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-5250-01	0.6815	-0.6355	0.2623
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-6467-01	-0.1544	-0.6584	1.1346
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-6470-01	-0.8355	-0.1541	1.4127
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-6471-01	-0.0691	-0.0392	0.4054
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-6472-01	-2.0661	-0.4403	-0.8587
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-6473-01	-0.8714	-1.1285	-0.4078
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-6474-01	1.5326	1.526	0.2258
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-6477-01	-0.0558	-0.1019	1.1171
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-6478-01	-0.6489	-0.1771	1.4424
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-6480-01	-1.1456	-1.4263	-0.4026
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-6481-01	-0.8731	-0.0455	2.1838
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-6482-01	-0.7116	0.8113	1.4076
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-6484-01	1.9954	0.1623	1.4901
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-6487-01	-1.0275	-0.3861	1.8353
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-6488-01	2.1398	0.9341	1.171
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-6491-01	0.7476	0.0329	-1.0508
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-6492-01	0.4176	-0.5025	-0.1541
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-6493-01	0.579	-1.9823	-1.4838
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7364-01	-0.526	-0.0031	-0.5692
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7365-01	1.5502	0.1981	-1.209
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7367-01	1.2935	1.2693	0.1009
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7368-01	1.6174	-1.139	-0.0976
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7369-01	1.2451	-0.3146	-0.2857
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7370-01	0.2221	1.1681	-0.3999
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7371-01	0.9555	0.4472	0.4718
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7372-01	0.77	0.1368	-0.6538
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7373-01	0.8703	0.618	0.4511
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7374-01	-0.6482	0.4629	0.1811
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7376-01	-0.2741	1.4955	1.8717
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7377-01	0.9158	0.8686	0.9414
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7379-01	1.4411	1.0151	-0.32
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7380-01	0.3316	0.1896	0.2153
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7382-01	0.6999	1.5944	1.2214
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7383-01	-0.8795	0.6712	0.8863
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7385-01	-0.6142	-1.3861	0.9075
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7386-01	-0.0993	1.2557	0.9042
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7388-01	0.0822	0.3382	0.7999
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7389-01	0.1229	0.0561	0.2872
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7390-01	1.5779	0.2963	-0.896
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7391-01	0.0711	0.315	1.1527
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7392-01	0.896	0.414	0.8464
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7393-01	0.0915	0.763	1.2744
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7394-01	0.3179	0.4346	1.1279
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7395-01	0.5822	-0.2639	0.9814
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7397-01	-0.5411	1.1925	0.3026
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7398-01	-0.1211	0.5117	-0.35
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7399-01	-0.5849	0.2849	0.8609
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7401-01	0.9532	0.4154	-0.2395
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7402-01	-0.7286	0.032	-0.2183
hnsc_tcga_pan_can_atlas_2018	TCGA-CR-7404-01	-0.2284	-0.5306	0.709
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5430-01	-2.0433	-0.6214	0.5354
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5431-01	-1.0486	1.0949	1.2479
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5432-01	-0.452	1.2826	-0.5906
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5434-01	0.2217	1.1538	1.2313
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5435-01	-0.696	1.1473	-1.1311
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5436-01	2.2579	-0.4173	-0.7232
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5439-01	-0.1433	-0.4743	-0.6727
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5440-01	-0.3633	-0.1747	-0.8353
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5441-01	-0.3384	-0.0368	-0.7798
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5442-01	-0.1246	-4.1569	-1.8178
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5443-01	-0.5179	-0.7513	1.0883
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5444-01	0.0188	1.3658	1.0764
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5966-01	0.9312	-0.2669	0.5098
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5970-01	0.7262	0.3171	-0.2761
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5971-01	-0.7747	1.5801	0.9537
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5973-01	0.8647	-1.4753	-0.8318
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5976-01	0.4012	-0.3983	-0.8187
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5977-01	-0.0841	-0.0143	-1.2125
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5978-01	0.289	1.399	1.637
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-5979-01	0.1733	1.37	-0.9587
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6003-01	0.8342	0.633	-0.8187
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6433-01	-1.1366	-1.052	1.0509
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6436-01	-0.1794	-1.7591	0.7586
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6441-01	-1.759	-1.942	-1.7952
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6933-01	0.4062	0.7945	1.917
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6934-01	-0.1997	2.0974	1.1319
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6935-01	-0.1922	0.5367	-0.4714
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6936-01	0.1355	-1.2224	-0.0349
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6937-01	0.8637	-0.1423	-0.3526
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6938-01	0.6714	-2.3304	1.2289
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6939-01	-0.5799	0.37	0.3232
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6940-01	1.1919	-0.5494	-0.2268
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6941-01	-0.5167	0.6055	-0.0871
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6942-01	-0.3502	0.3909	1.3062
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6943-01	-0.0554	0.507	1.5107
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6945-01	0.9582	-0.3473	-1.1478
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6948-01	-0.385	-0.1179	0.4661
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6950-01	-0.188	1.599	-0.4927
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6951-01	-0.2293	-0.9494	-1.31
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6952-01	0.859	-0.2109	-0.217
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6953-01	-0.9985	-1.3493	-0.1513
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6954-01	-0.4234	0.2562	-0.259
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6955-01	-0.2072	-2.516	0.1584
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6956-01	0.9771	-0.844	-2.0039
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6959-01	1.2614	0.2273	0.27
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6960-01	0.368	0.7133	-1.8364
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6961-01	-0.5897	1.3639	-0.2539
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-6962-01	0.8704	0.8116	-0.7958
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7089-01	0.1165	-1.1556	-0.3607
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7090-01	1.8254	0.7489	1.1329
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7091-01	-0.0355	0.1862	-0.2553
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7095-01	0.7668	-1.2499	-0.5027
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7097-01	0.2478	0.6725	0.5491
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7099-01	-0.2842	-1.332	0.4634
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7100-01	-0.9737	0.2178	0.1811
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7101-01	-0.6231	1.2693	0.5937
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7102-01	1.6737	0.7213	0.1618
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7103-01	-0.4195	1.6174	-0.1856
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7104-01	-0.8715	0.0698	0.4596
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7177-01	1.5647	1.0085	-0.3686
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7178-01	0.8343	0.6034	0.6698
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7180-01	1.2069	-0.4777	-1.5375
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7183-01	-0.2154	-0.6969	-1.9042
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7235-01	-1.4831	0.5075	0.4615
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7236-01	0.1582	0.3523	-0.4318
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7238-01	0.1495	0.0045	0.6741
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7242-01	0.4102	-0.4342	0.3881
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7243-01	1.126	0.7653	-1.4351
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7245-01	1.4725	1.7046	-1.1339
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7247-01	0.4347	-0.1161	-1.5034
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7248-01	1.3933	0.9279	0.6699
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7250-01	0.3952	-0.4586	-0.3069
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7252-01	-0.4761	0.1049	-0.535
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7253-01	0.2931	-0.5472	-2.2991
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7254-01	-1.3145	1.26	1.3855
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7255-01	1.9254	0.2439	-2.0168
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7261-01	0.7789	1.4055	0.07
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7263-01	-0.291	0.3398	0.9522
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7406-01	-0.5337	0.9285	-0.9834
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7407-01	-0.6	0.0917	0.5932
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7409-01	0.2071	0.2295	-0.0748
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7410-01	0.5217	0.4272	2.0389
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7411-01	-1.2163	-0.2943	-1.1447
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7413-01	0.1474	-0.1963	0.2087
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7414-01	-1.3419	-0.1344	-0.9565
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7415-01	-0.4351	0.3404	0.1117
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7416-01	1.76	0.6087	-0.281
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7418-01	-1.4801	1.0992	-0.1856
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7421-01	-1.3347	0.9484	-0.3688
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7422-01	-0.6912	-0.3411	0.2735
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7423-01	2.1329	-0.7506	-1.1821
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7424-01	-0.4923	1.2746	0.2938
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7425-01	0.5997	-0.9776	-0.0901
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7427-01	0.893	-0.5861	0.7738
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7428-01	-1.1128	0.1607	0.3874
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7429-01	-0.1252	1.9957	2.4608
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7430-01	0.1842	0.8668	-1.5806
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7432-01	0.1785	-1.5414	-1.5477
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7433-01	-0.684	1.0703	1.4359
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7434-01	-0.8009	0.2559	-0.1509
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7435-01	1.8014	1.1237	0.4048
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7437-01	0.4913	-1.265	-0.7103
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7438-01	-0.3289	1.081	-0.0107
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7440-01	-0.1712	1.6266	-0.7519
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7446-01	-0.2806	1.5645	-0.866
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-7568-01	1.2836	0.8962	-1.1329
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A45O-01	0.5333	-1.7127	-0.1618
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A45P-01	0.2096	-1.0349	-1.1422
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A45Q-01	-1.6505	-0.301	-0.5521
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A45R-01	0.187	0.1639	0.6575
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A45T-01	0.339	0.2537	1.3175
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A45U-01	0.1937	0.0586	-0.6053
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A45V-01	-0.6523	-0.6389	0.0183
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A45W-01	-1.3006	0.4037	1.5328
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A45X-01	-0.0296	-1.5797	-0.5314
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A45Y-01	-1.184	1.2212	1.3231
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A45Z-01	-0.3651	-0.3595	0.5794
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A460-01	-1.0955	-0.4316	0.8332
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A461-01	-1.0415	0.0875	1.161
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A463-01	-0.408	-1.1941	-1.5278
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A464-01	0.4057	1.3662	-0.084
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A465-01	1.3222	-1.0307	-1.416
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A468-01	-0.6787	0.6039	1.1804
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A6JD-01	-0.3616	0.1574	0.9423
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A6JE-01	-1.1755	-0.6284	0.3987
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A6JM-01	-1.3663	0.0553	0.665
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A6JN-01	-0.1986	-1.8253	0.1821
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A6JO-01	0.0391	-1.1639	0.3377
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A6JT-01	-1.0572	-0.4812	0.3896
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A6JU-01	-1.1362	-0.6922	-0.6202
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A6JY-01	1.0504	-1.95	-1.3745
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A6JZ-01	-0.7117	-0.034	1.4446
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A6K0-01	0.855	0.7002	0.7609
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A6K1-01	-1.2812	-1.2055	-0.3011
hnsc_tcga_pan_can_atlas_2018	TCGA-CV-A6K2-01	0.591	-1.2789	-0.3236
hnsc_tcga_pan_can_atlas_2018	TCGA-CX-7085-01	-0.1966	1.7724	1.3584
hnsc_tcga_pan_can_atlas_2018	TCGA-CX-7086-01	0.1816	-1.7638	-1.0451
hnsc_tcga_pan_can_atlas_2018	TCGA-CX-7219-01	-0.1767	0.6932	0.5569
hnsc_tcga_pan_can_atlas_2018	TCGA-CX-A4AQ-01	-1.8974	-0.4392	1.3812
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-6515-01	-0.4997	0.469	1.3038
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-6516-01	1.1972	-0.5613	0.1435
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-6517-01	2.1041	0.1651	0.2872
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-6823-01	0.7526	-0.7374	-0.8272
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-6824-01	-0.8381	0.972	0.7685
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-6825-01	-0.2554	0.4101	0.9835
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-6826-01	0.1018	0.3534	1.0333
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-6827-01	-1.0351	0.6495	-0.5163
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-8568-01	-0.1508	0.4334	0.0064
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-8569-01	1.2409	-0.6746	-0.0767
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-A4Z9-01	0.6225	-0.2476	-0.2848
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-A4ZB-01	0.9066	-0.0858	-0.1343
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-A6EK-01	-1.2443	-1.8409	0.9403
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-A6EM-01	-1.8444	-1.0217	1.3143
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-A6EN-01	-1.4861	-1.2699	1.2388
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-A6EO-01	0.1201	-0.9544	-1.2045
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-A6EP-01	-3.1386	1.8535	-0.2926
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-A6EQ-01	-0.035	-0.2677	0.4446
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-A6ES-01	-2.6091	-0.6157	0.5009
hnsc_tcga_pan_can_atlas_2018	TCGA-D6-A74Q-01	-0.0467	0.4957	-0.1795
hnsc_tcga_pan_can_atlas_2018	TCGA-DQ-5624-01	1.3219	0.2346	-0.2356
hnsc_tcga_pan_can_atlas_2018	TCGA-DQ-5625-01	0.2728	0.3977	0.77
hnsc_tcga_pan_can_atlas_2018	TCGA-DQ-5629-01	0.3722	0.3882	-1.6411
hnsc_tcga_pan_can_atlas_2018	TCGA-DQ-5630-01	0.2127	1.1979	0.6183
